,school_id,name,nature,doublehigh,id,rank,rank_type,view_total,view_month,view_week,level_name,answerurl,type_name,f211,belong,colleges_level,school_type,single_province,type,is_recruitment,code_enroll,city_name,county_id,central,department,dual_class,level,admissions,county_name,province_name,nature_name,province_id,city_id,f985,is_top,dual_class_name,view_total_number,special,logo,num_subject,num_master,num_doctor,short,email,address,phone,site,create_date,area
12,934,西南大学,36000,0,gkschool934,73,12,1404.5w,52536,4911,普通本科,https://answer.eol.cn/question/index?id=1418&source=zsgk_app,综合类,1,教育部,,6000,,5000,1,1063500,重庆市,500109,2,1,38000,2001,1,北碚区,重庆,公办,50,5001,2,2,双一流,14045044,[],https://static-data.eol.cn/upload/logo/934.jpg,6,51,28,"西南农业大学,SWU,西大",zs2006@swu.edu.cn,重庆市北碚区天生路2号,"023-68252513,023-68250942",http://bkzsw.swu.edu.cn/,1906,8000.00
13,73,同济大学,36000,0,gkschool73,13,2,1383.6w,15799,1442,普通本科,,理工类,1,教育部,,6000,,5001,1,1024700,上海市,310110,2,1,38001,2001,1,杨浦区,上海,公办,31,3101,1,2,双一流,13835695,[],https://static-data.eol.cn/upload/logo/73.jpg,20,45,30,"同济,TJU",tjzsb@tongji.edu.cn,上海市四平路1239号,"021-65982643,021-65981513",https://bkzs.tongji.edu.cn/index.php?classid=3375,1907,3840.00
14,48,北京邮电大学,36000,0,gkschool48,44,3,1378.9w,12186,1264,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,理工类,1,教育部,,6000,,5001,1,1001300,北京市,110108,2,1,38000,2001,1,海淀区,北京,公办,11,1101,2,2,双一流,13788862,[],https://static-data.eol.cn/upload/logo/48.jpg,17,22,10,"bupt,北邮",zsb@bupt.edu.cn,北京市西土城路10号,"010-62282045,010-62283407",https://zsb.bupt.edu.cn/#1307,1955,693.00
15,44,湖南大学,36000,0,gkschool44,28,13,1367w,33790,1143,普通本科,https://answer.eol.cn/question/index?id=623&source=zsgk_app,综合类,1,教育部,,6000,,5000,1,1053200,长沙市,430104,2,1,38001,2001,1,岳麓区,湖南,公办,43,4301,1,2,双一流,13669687,[],https://static-data.eol.cn/upload/logo/44.jpg,10,36,27,"hnu,湖大",admi@hnu.cn,湖南省长沙市岳麓山,"0731-88823560,0731-88823067",http://admi.hnu.edu.cn,1903,2328.78
16,62,郑州大学,36000,0,gkschool62,127,14,1330.1w,36009,3528,普通本科,https://answer.eol.cn/question/index?id=641&source=zsgk_app,综合类,1,河南省,,6000,,5000,1,1045900,郑州市,410172,2,2,38001,2001,1,郑州高新技术产业开发区,河南,公办,41,4101,2,2,双一流,13301487,[],https://static-data.eol.cn/upload/logo/62.jpg,0,59,30,"河南医科大学,郑大,zzu",zdzb@zzu.edu.cn,郑州市科学大道100号,"0371-67781111,0371-67731111,0371-67783333",http://ao.zzu.edu.cn,1956,5700.00
17,51,西南交通大学,36000,0,gkschool51,66,4,1323.5w,11895,1164,普通本科,,理工类,1,教育部,,6000,,5001,1,1061300,成都市,510117,2,1,38000,2001,1,郫都区,四川,公办,51,5101,2,2,双一流,13234958,[],https://static-data.eol.cn/upload/logo/51.jpg,7,39,19,"西南交大,SWJTU",zsks@swjtu.edu.cn,四川省成都市高新区西部园区西南交通大学,"028-66366373,028-66366379,028-66368074",https://zhaosheng.swjtu.edu.cn/,0000,5000.00
18,118,苏州大学,36000,0,gkschool118,29,15,1322w,20255,1705,普通本科,,综合类,1,江苏省,,6000,,5000,1,1028500,苏州市,0,2,2,38000,2001,1,,江苏,公办,32,3205,2,2,双一流,13220267,[],https://static-data.eol.cn/upload/logo/118.jpg,8,51,28,苏大,zsb@suda.edu.cn,天赐庄校区坐落于江苏省苏州市十梓街1号；独墅湖校区坐落于苏州工业园区仁爱路199号,"0512-67507943,0512-67507949",http://zsb.suda.edu.cn,0000,3739.00
19,119,重庆大学,36000,0,gkschool119,37,16,1312.3w,18046,1575,普通本科,https://answer.eol.cn/question/index?id=696&source=zsgk_app,综合类,1,教育部,,6000,,5000,1,1061100,重庆市,500106,2,1,38001,2001,1,沙坪坝区,重庆,公办,50,5001,1,2,双一流,13122928,[],https://static-data.eol.cn/upload/logo/119.jpg,18,55,32,"cqu,重大",zhaosheng@cqu.edu.cn,重庆市沙坪坝区沙正街174号,"023-65102371,023-65102370",http://zhaosheng.cqu.edu.cn,1929,5200.00
20,391,南华大学,36000,0,gkschool391,219,17,1293.7w,5177,552,普通本科,https://answer.eol.cn/question/index?id=951&source=zsgk_app,综合类,2,湖南省,,6000,,5000,1,1055500,衡阳市,0,2,2,38003,2001,2,,湖南,公办,43,4304,2,2,,12936810,[],https://static-data.eol.cn/upload/logo/391.jpg,1,24,5,usc,zs@usc.edu.cn,湖南省衡阳市蒸湘区常胜西路28号,"0734-8282553,0734-8282711",http://zsw.usc.edu.cn/,1958,1317.00
21,132,复旦大学,36000,0,gkschool132,5,18,1281.3w,23262,2218,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,综合类,1,教育部,,6000,,5000,1,1024600,上海市,310110,2,1,38001,2001,1,杨浦区,上海,公办,31,3101,1,2,双一流,12812762,[],https://static-data.eol.cn/upload/logo/132.jpg,41,41,35,"复大,FUDAN",admission@fudan.edu.cn,上海市杨浦区邯郸路220号,"021-55666668,021-55664345",http://www.ao.fudan.edu.cn/index.html,1905,3674.85
22,122,吉林大学,36000,0,gkschool122,25,19,1248.1w,25292,1403,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,综合类,1,教育部,,6000,,5000,1,1018300,长春市,220104,2,1,38001,2001,1,朝阳区,吉林,公办,22,2201,1,2,双一流,12480766,[],https://static-data.eol.cn/upload/logo/122.jpg,26,60,48,"jlu,吉大",gkzx@jlu.edu.cn,前卫南区：长春市前进大街2699号;前卫北区：长春市解放大路123号,"0431-85166420,0431-85166226",http://zsb.jlu.edu.cn,1946,9165.00
23,36,长安大学,36000,0,gkschool36,106,5,1201.4w,25269,2586,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,理工类,1,教育部,,6000,,5001,1,1071000,西安市,0,2,1,38000,2001,1,,陕西,公办,61,6101,2,2,双一流,12013640,[],https://static-data.eol.cn/upload/logo/36.jpg,4,34,9,,zsb@chd.edu.cn,陕西省西安市南二环路中段,"029-82334104,029-82334813",http://zsb.chd.edu.cn,2000,3745.00
24,499,青岛大学,36000,0,gkschool499,119,20,1200.7w,22290,2538,普通本科,https://answer.eol.cn/question/index?id=1051&source=zsgk_app,综合类,2,山东省,,6000,,5000,1,1106500,青岛市,0,2,2,38003,2001,2,,山东,公办,37,3702,2,2,,12007116,[],https://static-data.eol.cn/upload/logo/499.jpg,2,37,13,青大,qdubkzs@163.com,青岛大学博文楼201A,"0532-83780009,0532-83780001",https://zs.qdu.edu.cn/,1909,2715.00
25,105,华南理工大学,36000,0,gkschool105,20,6,1186.8w,17908,1379,普通本科,https://answer.eol.cn/question/index?id=683&source=zsgk_app,理工类,1,教育部,,6000,,5001,1,1056100,广州市,440106,2,1,38001,2001,1,天河区,广东,公办,44,4401,1,2,双一流,11867775,[],https://static-data.eol.cn/upload/logo/105.jpg,9,42,25,"scut,华南理工,华工,华工大",admit@scut.edu.cn,广东省广州市天河区五山路381号,020-87110737,http://admission.scut.edu.cn/,1952,5865.00
26,127,华中科技大学,36000,0,gkschool127,7,7,1168.6w,18307,1631,普通本科,https://answer.eol.cn/question/index?id=702&source=zsgk_app,理工类,1,教育部,,6000,,5001,1,1048700,武汉市,420111,2,1,38001,2001,1,洪山区,湖北,公办,42,4201,1,2,双一流,11685509,[],https://static-data.eol.cn/upload/logo/127.jpg,24,45,40,"hust,华中大",zs@hust.edu.cn,湖北省武汉市洪山区珞喻路1037号；湖北省武汉市汉口航空路13号,"027-87557014,027-87542228",http://zsb.hust.edu.cn/,2000,7000.00
27,109,东南大学,36000,0,gkschool109,17,21,1115.9w,16655,1551,普通本科,,综合类,1,教育部,,6000,,5000,1,1028600,南京市,320102,2,1,38001,2001,1,玄武区,江苏,公办,32,3201,1,2,双一流,11158779,[],https://static-data.eol.cn/upload/logo/109.jpg,17,49,30,"seu,东大",zhaoban@seu.edu.cn,江苏省南京市玄武区四牌楼2号,"400-691-0286,025-52090273",https://zsb.seu.edu.cn/,1902,5888.00
28,61,中国海洋大学,36000,0,gkschool61,67,22,1083.4w,54330,4170,普通本科,https://answer.eol.cn/question/index?id=640&source=zsgk_app,综合类,1,教育部,,6000,,5000,1,1042300,青岛市,370212,2,1,38001,2001,1,崂山区,山东,公办,37,3702,1,2,双一流,10833679,[],https://static-data.eol.cn/upload/logo/61.jpg,11,33,13,"ouc,海大,中国海大",ouczsb@ouc.edu.cn,山东省青岛市崂山区松岭路238号,"0532-66782426,0532-66782478,0532-66781723",http://bkzs.ouc.edu.cn,1924,2400.00
29,46,中国人民大学,36000,0,gkschool46,31,23,1076.1w,20912,1800,普通本科,,综合类,1,教育部,,6000,,5000,1,1000200,北京市,110108,2,1,38001,2001,1,海淀区,北京,公办,11,1101,1,2,双一流,10761144,[],https://static-data.eol.cn/upload/logo/46.jpg,26,37,21,"人民大学,人大,RUC",zsb@ruc.edu.cn,北京市海淀区中关村大街59号,400-012-3517,http://rdzs.ruc.edu.cn/cms/,1937,3450.00
30,504,海南大学,36000,0,gkschool504,173,24,1066.7w,22914,2376,普通本科,https://answer.eol.cn/question/index?id=1055&source=zsgk_app,综合类,1,海南省,,6000,,5000,1,1058900,海口市,0,2,2,38000,2001,2,,海南,公办,46,4601,2,2,双一流,10667157,[],https://static-data.eol.cn/upload/logo/504.jpg,2,32,0,"海大,HNU",zsjyc@hainu.edu.cn,海南省海口市美兰区人民大道58号,"0898-66266469,0898-66260171",https://www.hainanu.edu.cn/zhaosheng/,2007,5160.00
31,138,大连理工大学,36000,0,gkschool138,26,8,1049.4w,10676,1233,普通本科,https://answer.eol.cn/question/index?id=713&source=zsgk_app,理工类,1,教育部,,6000,,5001,1,1014100,大连市,210211,2,1,38001,2001,1,甘井子区,辽宁,公办,21,2102,1,2,双一流,10494499,[],https://static-data.eol.cn/upload/logo/138.jpg,19,43,29,"dlut,大工",xsczb@dlut.edu.cn,辽宁省大连市甘井子区凌工路2号,0411-84708375,http://zs.dlut.edu.cn/,1949,6393.00
32,128,武汉理工大学,36000,0,gkschool128,45,9,1045.1w,30186,3777,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,理工类,1,教育部,,6000,,5001,1,1049700,武汉市,420111,2,1,38000,2001,1,洪山区,湖北,公办,42,4201,2,2,双一流,10450672,[],https://static-data.eol.cn/upload/logo/128.jpg,4,46,19,"武理工,武汉理工,WUT",zhaosheng@whut.edu.cn,湖北省武汉市洪山区珞狮路122号；武汉市武昌区和平大道1040号,"027-87859017,027-87858399",http://zs.whut.edu.cn,0000,4000.00
33,330,西安交通大学,36000,0,gkschool330,14,25,1044.9w,42867,4473,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,综合类,1,教育部,,6000,,5000,1,1069800,西安市,610103,2,1,38001,2001,1,碑林区,陕西,公办,61,6101,1,2,双一流,10448529,[],https://static-data.eol.cn/upload/logo/330.jpg,27,45,31,"西安交大,西交大,XJTU",xjtuzs@mail.xjtu.edu.cn,西安市咸宁西路28号,029-82668320,http://www.xjtu.edu.cn/index/zsw.htm,0000,3000.00
34,509,青岛理工大学,36000,0,gkschool509,276,10,1043.6w,5076,388,普通本科,https://answer.eol.cn/question/index?id=1060&source=zsgk_app,理工类,2,山东省,,6000,,5001,1,1042900,青岛市,0,2,2,38003,2001,2,,山东,公办,37,3702,2,2,,10435930,[],https://static-data.eol.cn/upload/logo/509.jpg,0,18,2,"青岛理工,QTU",zsjyb@qut.edu.cn,青岛市市北区抚顺路11号,0532-85071039,http://zhaosheng.qut.edu.cn/,1952,3248.25
35,76,上海大学,36000,0,gkschool76,41,26,1033w,13756,1463,普通本科,,综合类,1,上海市,,6000,,5000,1,1028000,上海市,310113,2,2,38000,2001,1,宝山区,上海,公办,31,3101,2,2,双一流,10330304,[],https://static-data.eol.cn/upload/logo/76.jpg,8,42,24,"上大,SHU",info@shu.edu.cn,宝山校区地址为上海市宝山区上大路 99 号；延长校区地址为上海市静安区延长路149号,021-66134148,http://bkzsw.shu.edu.cn,1922,3000.00
36,232,成都理工大学,36000,0,gkschool232,216,11,1018.9w,20154,2232,普通本科,https://answer.eol.cn/question/index?id=802&source=zsgk_app,理工类,2,四川省,,6000,,5001,1,1061600,成都市,0,2,2,38000,2001,2,,四川,公办,51,5101,2,2,双一流,10188963,[],https://static-data.eol.cn/upload/logo/232.jpg,7,20,7,成都理工,zs@cdut.edu.cn,四川省成都市成华区二仙桥东三路1号,028-84078927,http://www.zs.cdut.edu.cn,1956,2887.00
37,59,南开大学,36000,0,gkschool59,18,27,1012.8w,20774,1633,普通本科,,综合类,1,教育部,,6000,,5000,1,1005500,天津市,120104,2,1,38001,2001,1,南开区,天津,公办,12,1201,1,2,双一流,10127747,[],https://static-data.eol.cn/upload/logo/59.jpg,24,12,30,南开,jjjc@nankai.edu.cn,天津市南开区卫津路94号,022-23504845,http://zsb.nankai.edu.cn,1919,6677.85
38,71,济南大学,36000,0,gkschool71,148,28,1004.6w,6500,586,普通本科,https://answer.eol.cn/question/index?id=650&source=zsgk_app,综合类,2,山东省,,6000,,5000,1,1042700,济南市,0,2,2,38003,2001,2,,山东,公办,37,3701,2,2,,10045876,[],https://static-data.eol.cn/upload/logo/71.jpg,0,25,5,ujn,zsb@ujn.edu.cn,主校区：山东省济南市南辛庄西路336号；舜耕校区：济南市舜耕路13号,"0531-82765900,0531-82765901",http://admission.ujn.edu.cn/,1948,3645.00
39,86,江南大学,36000,0,gkschool86,59,29,1001w,32595,3336,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,综合类,1,教育部,,6000,,5000,1,1029500,无锡市,320211,2,1,38000,2001,1,滨湖区,江苏,公办,32,3202,2,2,双一流,10009512,[],https://static-data.eol.cn/upload/logo/86.jpg,4,28,7,"江南学院,JNU",zhshb@jiangnan.edu.cn,江苏省无锡市蠡湖大道1800号,0510-85915666,http://admission.jiangnan.edu.cn,1902,3250.00
40,101,西南财经大学,36000,0,gkschool101,74,1,995.2w,9960,903,普通本科,,财经类,1,教育部,,6000,,5006,1,1065100,成都市,510105,2,1,38000,2001,1,青羊区,四川,公办,51,5101,2,2,双一流,9951897,[],https://static-data.eol.cn/upload/logo/101.jpg,8,11,5,"西财,西南财大,SWUFE",zhaoban@swufe.edu.cn,四川省成都市光华村街55号,"028-87092355,028-87092897,028-8709291",https://zb.swufe.edu.cn/,1925,2300.00
41,143,北京理工大学,36000,0,gkschool143,16,12,988.7w,36516,3648,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,理工类,1,工业和信息化部,,6000,,5001,1,1000700,北京市,110108,1,2,38001,2001,1,海淀区,北京,公办,11,1101,1,2,双一流,9886623,[],https://static-data.eol.cn/upload/logo/143.jpg,12,32,24,"北理,北理工,BIT",admission@bit.edu.cn,北京市海淀区中关村南大街5号,"010-68913345,010-68949926",http://admission.bit.edu.cn,1940,1063.00
42,661,电子科技大学,36000,0,gkschool661,27,13,984.4w,44193,4467,普通本科,https://answer.eol.cn/question/index?id=1189&source=zsgk_app,理工类,1,教育部,,6000,,5001,1,1061400,成都市,510108,2,1,38001,2001,1,成华区,四川,公办,51,5101,1,2,双一流,9843768,[],https://static-data.eol.cn/upload/logo/661.jpg,6,27,16,"成都电子科大,成电,电子科大,UESTC",zhaoban@uestc.edu.cn,成都市高新区（西区）西源大道2006号,"028-61831137,028-61831139",http://www.zs.uestc.edu.cn,1956,4100.00
43,134,东北大学,36000,0,gkschool134,40,14,981.5w,12566,938,普通本科,https://answer.eol.cn/question/index?id=709&source=zsgk_app,理工类,1,教育部,,6000,,5001,1,1014500,沈阳市,0,2,1,38001,2001,1,,辽宁,公办,21,2101,1,2,双一流,9815423,[],https://static-data.eol.cn/upload/logo/134.jpg,8,37,20,neu,ddzsb@mail.neu.edu.cn,辽宁省沈阳市和平区文化路三巷11号,"024-83687392,024-23891272",http://zs.neu.edu.cn/,1923,3825.00
44,108,南昌大学,36000,0,gkschool108,141,30,973w,18928,3378,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,综合类,1,江西省,,6000,,5000,1,1040300,南昌市,360111,2,2,38000,2001,2,青山湖区,江西,公办,36,3601,2,2,双一流,9730051,[],https://static-data.eol.cn/upload/logo/108.jpg,3,46,15,"ncu,南大",834425@QQ.com,江西省南昌市红谷滩新区学府大道999号,"0791-88305092,0791-88304443",http://zjc.ncu.edu.cn,1921,4520.00
45,554,烟台大学,36000,0,gkschool554,271,31,936.2w,11277,1461,普通本科,https://answer.eol.cn/question/index?id=1097&source=zsgk_app,综合类,2,山东省,,6000,,5000,1,1106600,烟台市,0,2,2,38003,2001,2,,山东,公办,37,3706,2,2,,9361921,[],https://static-data.eol.cn/upload/logo/554.jpg,0,20,0,烟大,ytuzsb@ytu.edu.cn,山东省烟台市莱山区清泉路30号,0535-6902653,http://bkzs.ytu.edu.cn/,1984,2100.00
46,34,哈尔滨工业大学,36000,0,gkschool34,10,15,934.5w,13218,1632,普通本科,,理工类,1,工业和信息化部,,6000,,5001,1,1021300,哈尔滨市,230103,1,2,38001,2001,1,南岗区,黑龙江,公办,23,2301,1,2,双一流,9345214,[],https://static-data.eol.cn/upload/logo/34.jpg,10,53,29,"哈尔滨工大,hit,哈工大",hitzsb@hit.edu.cn,黑龙江省哈尔滨市南岗区西大直街92号,"0451-86414671,0451-86414771",https://zsb.hit.edu.cn/,1920,5212.35
47,97,兰州大学,36000,0,gkschool97,52,32,930.1w,35430,3390,普通本科,https://answer.eol.cn/question/index?id=675&source=zsgk_app,综合类,1,教育部,,6000,,5000,1,1073000,兰州市,620102,2,1,38001,2001,1,城关区,甘肃,公办,62,6201,1,2,双一流,9300768,[],https://static-data.eol.cn/upload/logo/97.jpg,15,45,23,兰大,zsb@lzu.edu.cn,兰州市天水南路222号,"0931-8912116,0931-8912748",http://zsb.lzu.edu.cn,1909,3800.14
48,52,北京师范大学,36000,0,gkschool52,22,1,908.7w,18134,1839,普通本科,https://m-view.eol.cn/h5/zsgk/answer_noresult.html?t=1111,师范类,1,教育部,,6000,,5004,1,1002700,北京市,110108,2,1,38001,2001,1,海淀区,北京,公办,11,1101,1,2,双一流,9086793,[],https://static-data.eol.cn/upload/logo/52.jpg,28,36,24,"bnu,北师大",zsb@bnu.edu.cn,北太平庄校区北京市新街口外大街19号,010-58807962,https://admission.bnu.edu.cn/,1902,1031.00
49,414,中南财经政法大学,36000,0,gkschool414,53,2,901.4w,10450,1009,普通本科,https://answer.eol.cn/question/index?id=973&source=zsgk_app,财经类,1,教育部,,6000,,5006,1,1052000,武汉市,420112,2,1,38000,2001,1,东西湖区,湖北,公办,42,4201,2,2,双一流,9013955,[],https://static-data.eol.cn/upload/logo/414.jpg,7,17,7,"中南财经大学,中南大,ZUEL",zsb@znufe.edu.cn,湖北省武汉市东湖新技术开发区南湖大道182号,"027-88387338,027-88386200,027-88386181",http://bkzs.zuel.edu.cn/,1948,2800.00
50,310,上海中医药大学,36000,0,gkschool310,0,1,896.8w,17814,1032,普通本科,https://answer.eol.cn/question/index?id=874&source=zsgk_app,医药类,2,上海市,,6000,,5003,1,1026800,上海市,310115,2,2,38000,2001,2,浦东新区,上海,公办,31,3101,2,2,双一流,8967668,[],https://static-data.eol.cn/upload/logo/310.jpg,8,5,3,上海中医大,zhaosheng@shutcm.edu.cn,上海市浦东新区蔡伦路1200号,021-51322028,http://ygzs.shutcm.edu.cn/,1956,500.00
51,131,华东师范大学,36000,0,gkschool131,32,2,896.5w,20857,1519,普通本科,,师范类,1,教育部,,6000,,5004,1,1026900,上海市,310112,2,1,38001,2001,1,闵行区,上海,公办,31,3101,1,2,双一流,8964685,[],https://static-data.eol.cn/upload/logo/131.jpg,14,37,30,"ecnu,华东师大",jwjc@admin.ecnu.edu.cn,上海市中山北路3663号,021-62232212,https://zsb.ecnu.edu.cn/webapp/index-new.jsp,1951,3105.00
52,130,上海财经大学,36000,0,gkschool130,43,3,894.4w,11790,1248,普通本科,https://answer.eol.cn/question/index?id=705&source=zsgk_app,财经类,1,教育部,,6000,,5006,1,1027200,上海市,310110,2,1,38000,2001,1,杨浦区,上海,公办,31,3101,2,2,双一流,8943773,[],https://static-data.eol.cn/upload/logo/130.jpg,5,12,6,"上财,财大,SUFE,上海财大",zb@mail.shufe.edu.cn,上海市杨浦区国定路777号,"021-65904372,021-65903479",http://www.shufe.edu.cn/53/list.htm,1917,818.00
53,342,昆明理工大学,36000,0,gkschool342,252,16,891.7w,5026,595,普通本科,,理工类,2,云南省,,6000,,5001,1,1067400,昆明市,0,2,2,38003,2001,2,,云南,公办,53,5301,2,2,,8917020,[],https://static-data.eol.cn/upload/logo/342.jpg,2,41,18,昆工大,kustzb@126.com,昆明市一二一大街文昌路68号,"0871-5194108,0871-65192860",http://www.kmust.edu.cn/zsjy/bkszs.htm,1954,4300.00
